resposta_id,tweet_pai,candidato,texto,data,p_pos,p_neg,p_neu,intensidade,assimetria,n_tokens,n_moral,n_ind,n_vin,n_ger,b_ind,b_vin,b_ger,mfd_cuidado_virtude,mfd_cuidado_vicio,mfd_justica_virtude,mfd_justica_vicio,mfd_lealdade_virtude,mfd_lealdade_vicio,mfd_autoridade_virtude,mfd_autoridade_vicio,mfd_santidade_virtude,mfd_santidade_vicio,mfd_moralidade_geral,tem_moral
1560903522551480320,1560783830654631938,Ciro Gomes,@usuario Ciro é ensino público de qualidade,,0.816928,0.014052,0.16902,0.83098,-0.802876,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560808906611384321,1560783830654631938,Ciro Gomes,"@usuario @usuario Cara votei em Ciro em 2018, votaria novamente se ele tivesse chance de derrotar esse cancro do Brasil que è o bolsonarismo.

È matematica meu irmão, se vocês ajudarem vence em primeiro turno estarao fazendo historia e nosso país não vira o antigo Texas.",,0.181122,0.651565,0.167313,0.832687,0.4704429999999999,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560787754090463233,1560783830654631938,Ciro Gomes,@usuario Muita história pra contar e muito mais por fazer! CIRO 12,,0.838756,0.00832,0.152925,0.847075,-0.830436,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560807990621622275,1560783830654631938,Ciro Gomes,@usuario Sextou. O certo é Ciro!,,0.034215,0.42989,0.535895,0.464105,0.395675,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560790144843747328,1560783830654631938,Ciro Gomes,"@usuario @usuario  vc é um bosta, nunca será presidente, porque seu discurso e fraco, não  consegue destruir new o ladrão,  foi ministro do ladrão,  viu tanto roubo e não  gardou nenhum fragrante , e hj fica so chingando os adiversário  chamar todo mundo de ladrão ,mas não  tem provas.",,0.006193,0.9819,0.011906,0.988094,0.975707,30,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1560937275210473472,1560783830654631938,Ciro Gomes,"@usuario O homem dos números, mas que não acerta uma. E não precisa ser nenhum matemático pra fazer essa conta. Tem alguém que realmente acredita em alguma dessas frases do Cirão?
Meo Deussssss 😱",,0.056687,0.855061,0.088252,0.911748,0.7983739999999999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560847109863215104,1560783830654631938,Ciro Gomes,@usuario Como eu queria o senhor como presidente! Que hora seria pra esse país que está tão maltratado.,,0.064605,0.852797,0.082598,0.917402,0.788192,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1560791149023039488,1560783830654631938,Ciro Gomes,"@usuario Tem lavado as mãos, Gabrielsv2021? 🧐 Apenas checando 😘 Seu vídeo está pronto. Aqui o link com o seu vídeo https://t.co/mVG2SXMh3N #ForaBolsonaro",,0.203567,0.069473,0.72696,0.2730399999999999,-0.134094,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560809703243923456,1560783830654631938,Ciro Gomes,"@usuario Se alguém pode votar em corrupto, ladrão ou genocida, então eu posso perfeitamente votar em alguém
FICHA LIMPA, honesto, íntegro, comprometido com O POVO e que não vai me roubar. Ele tem um projeto de nação!

Isso faz de mim uma pessoa melhor.

#CiroPresidente12
#PrefiroCiro",,0.776749,0.04547,0.17778,0.82222,-0.731279,27,5,1,2,2,1,1,1,0,0,1,0,1,0,0,0,1,0,2,1
1560800527545499650,1560783830654631938,Ciro Gomes,"@usuario Só pra vcs saberem, o meu candidato tem quase 9 milhões de seguidores  no Twitter 😌",,0.078848,0.037867,0.883285,0.116715,-0.040981,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560809473467351041,1560783830654631938,Ciro Gomes,@usuario Meu voto é seu,,0.977067,0.003472,0.019461,0.980539,-0.973595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560838529202245632,1560783830654631938,Ciro Gomes,@usuario @usuario De novo esses FDP com o mesmo discurso vazio de sempre!,,0.002933,0.991444,0.005622,0.994378,0.988511,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586173729725247488,1586169801298575361,Lula,@usuario @usuario LULA REIZINHO❤️,,0.949772,0.004324,0.045904,0.954096,-0.945448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586172496247918593,1586169801298575361,Lula,@usuario @usuario Lula está ganhando disparado!,,0.505881,0.107658,0.386461,0.6135390000000001,-0.398223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586170257298931714,1586169801298575361,Lula,@usuario Discutir como vão assaltar o país de novo...,,0.017855,0.253546,0.728599,0.271401,0.2356909999999999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586176682930864128,1586169801298575361,Lula,@usuario @usuario @usuario Lula esta passeando!!!,,0.138871,0.02696,0.83417,0.16583,-0.111911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586187682547662848,1586169801298575361,Lula,@usuario @usuario BOZO APANHOU FEIO,,0.007476,0.866297,0.126227,0.873773,0.858821,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586193527842676736,1586169801298575361,Lula,@usuario @usuario LULA GANHOU O DEBATE,,0.631346,0.012553,0.356101,0.643899,-0.6187929999999999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586172782374965248,1586169801298575361,Lula,@usuario LULA PRESIDENTE DO BRASIL,,0.508872,0.020256,0.470872,0.529128,-0.488616,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586171901503741952,1586169801298575361,Lula,@usuario @usuario Eu acho que Lula está dando de 10 a três,,0.150022,0.127909,0.722068,0.2779319999999999,-0.0221129999999999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586189539785445376,1586169801298575361,Lula,"@usuario @usuario Eu sei que existem tá? Como racismo e outras coisas que já deveriam ter ficado no passado, mas separar vcs de nós é inaceitável, na política da esquerda é onde gays mais sofreram. Faça tua escolha mas não somos inimigos de ninguém, um dia talvez a gente veja isso do mesmo lado.",,0.038887,0.827629,0.133484,0.8665160000000001,0.7887419999999999,27,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1586185425982750726,1586169801298575361,Lula,@usuario @usuario Lula tá ganhando o debate desde o 1°bloco,,0.515157,0.047229,0.437614,0.562386,-0.4679279999999999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586169902473289729,1586169801298575361,Lula,"@usuario Bolsonaro tá parecendo um papagaio, repetindo toda hora a msm coisa com sua colinha na mão!",,0.004685,0.979949,0.015366,0.984634,0.975264,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586178772016955397,1586169801298575361,Lula,"@usuario Fala da Lei da carteira verde amarela! Engole ele, Lula!",,0.039046,0.120468,0.840486,0.159514,0.081422,7,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1586211193122787329,1586169801298575361,Lula,@usuario @usuario O Bolsonada ganhou! Ficou um tempão segurando a estrelinha do PT (indicando voto no 13). Arrasou! #LulaPresidente1️⃣3️⃣,,0.973228,0.004355,0.022417,0.977583,-0.968873,11,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1586179769435295744,1586169801298575361,Lula,@usuario BHA o bozó falou mal do nordestino alô nordestino olha aí esse mal carater,,0.007582,0.960997,0.031421,0.968579,0.953415,11,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
1586170155842813955,1586169801298575361,Lula,"@usuario @usuario BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU",,0.023118,0.440245,0.536637,0.4633629999999999,0.417127,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586179800036966401,1586169801298575361,Lula,"@usuario @usuario Em todos os blocos. 
B. ouviu direito de resposta até  do Bonner",,0.049308,0.081482,0.86921,0.1307899999999999,0.032174,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586171552831242240,1586169801298575361,Lula,@usuario @usuario Descondenado!!!,,0.008315,0.961457,0.030227,0.969773,0.953142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586174211722469376,1586169801298575361,Lula,@usuario Bolsonaro distribuiu Viagra para as forças armadas 🤣🤣🤣🤣🤣🤣🤣🤣,,0.519901,0.094858,0.385241,0.614759,-0.4250429999999999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586175986449645570,1586169801298575361,Lula,@usuario @usuario a sua estrela brilha sempre.,,0.978702,0.0033,0.017998,0.982002,-0.975402,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586196225681866753,1586169801298575361,Lula,"@usuario @usuario BOLSONARO MENTIU
BOLSONARO MENTIU 
BOLSONARO MENTIU
BOLSONARO MENTIU 
BOLSONARO MENTIU
BOLSONARO MENTIU",,0.016356,0.521356,0.462289,0.537711,0.505,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561087468300128270,1560396861487423488,Lula,@usuario Só pra ganhar voto dos troxas,,0.004561,0.964901,0.030539,0.969461,0.96034,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560397373104443402,1560396861487423488,Lula,@usuario Volta Lula o povo brasileiro precisa de vc,,0.273778,0.601857,0.124364,0.875636,0.3280789999999999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560397201637097472,1560396861487423488,Lula,@usuario Lula,,0.129069,0.026894,0.844036,0.155964,-0.1021749999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560397292636704770,1560396861487423488,Lula,@usuario @usuario Por tudo isso e por tudo que representa para a história do nosso povo e do nosso país... é Lula 13 com força!!! Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13 Lula 13...,,0.897712,0.00829,0.093998,0.906002,-0.8894219999999999,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560397387599908865,1560396861487423488,Lula,@usuario É Lula no 1 Turno,,0.17277,0.029522,0.797708,0.202292,-0.143248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560398417632837638,1560396861487423488,Lula,@usuario Mentira o q vc quer msm é mais cachaça,,0.055103,0.574033,0.370864,0.6291359999999999,0.51893,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560619227798814720,1560396861487423488,Lula,@usuario Tem trouxa que cai nesse papo ai,,0.012386,0.920314,0.0673,0.9327,0.907928,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560716916943118350,1560396861487423488,Lula,@usuario Vc pode mi a guda eu esto com  vc nos somos 10 pesoa,,0.419241,0.02353,0.557229,0.442771,-0.395711,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560396931330936832,1560396861487423488,Lula,"@usuario Compre antes que os bolsonaristas vejam.
Domínio Web3 para doações de campanha:

https://t.co/iTCwsSDd0z",,0.040303,0.06933,0.890368,0.1096319999999999,0.029027,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560744432118423555,1560396861487423488,Lula,"@usuario Mentiroso, corrupto, chefe de quadrilha.",,0.004782,0.976509,0.018709,0.981291,0.971727,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560724143225847808,1560396861487423488,Lula,@usuario E é por isso não não se deve votar em ladrão #13nuncamais,,0.055252,0.391581,0.553167,0.446833,0.336329,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560747659518148608,1560396861487423488,Lula,"@usuario Dá-lhe, Pinocchio 🤥",,0.062337,0.596889,0.340774,0.659226,0.534552,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560403957280800768,1560396861487423488,Lula,@usuario @usuario PRECONCEITO  https://t.co/br3Qxia9u2,,0.05581,0.048489,0.895701,0.104299,-0.007321,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1560687242590429184,1560396861487423488,Lula,"@usuario @usuario irmã, patriotismo!!! cuidado que os apoiadores podem ficar sabendo",,0.031884,0.229187,0.738929,0.261071,0.197303,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1560681296078090240,1560396861487423488,Lula,"@usuario Olha, querido, só de a @usuario estar do seu lado, significa que a mulher brasileira está pessimamente representada.",,0.009795,0.93395,0.056255,0.943745,0.924155,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560674893033009153,1560396861487423488,Lula,@usuario Qual juventude você fala Lula aquelas que vão nascer vou ser abortadas?,,0.012605,0.039909,0.947485,0.0525149999999999,0.027304,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560705601243676672,1560396861487423488,Lula,"@usuario @usuario #LulaNo1ºTurno 
LULA PRESIDENTE SEGUE NA FRENTE",,0.192153,0.02454,0.783307,0.216693,-0.1676129999999999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560754178770731009,1560396861487423488,Lula,@usuario O que vc quer é roubar a juventude e a verdadeira educação. #LulaNuncaMais,,0.009348,0.9181,0.072552,0.927448,0.908752,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560748235362160640,1560396861487423488,Lula,@usuario MULHERES 🤐🤐🤐🤐🤐🤐🤐,,0.4777,0.064203,0.458097,0.541903,-0.413497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560397436455092226,1560396861487423488,Lula,@usuario É 13 neles,,0.328021,0.017488,0.654491,0.3455089999999999,-0.310533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564169574257410051,1564065906225025024,Lula,"@usuario @usuario Aproveite e responda com verdade é não corra as perguntas sobres corrupção , formação de quadrilha etc",,0.044615,0.549773,0.405612,0.594388,0.505158,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564067162301554690,1564065906225025024,Lula,@usuario @usuario @usuario Vai lula,,0.824698,0.005955,0.169347,0.830653,-0.818743,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564099552461918212,1564065906225025024,Lula,@usuario @usuario A vdd e vc presidiário???,,0.030412,0.403152,0.566436,0.4335639999999999,0.37274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564066174811373582,1564065906225025024,Lula,@usuario @usuario Boaaaaa presidente!,,0.959991,0.00513,0.034879,0.965121,-0.954861,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564328644004265988,1564065906225025024,Lula,"@usuario @usuario Vacinei-se , espalhe a verdade. Segue minha colaboração.",,0.123741,0.034084,0.842175,0.157825,-0.089657,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564068504998903809,1564065906225025024,Lula,"@usuario @usuario Quem está falando, é repetindo mentiras e vc ,#LulaLadrao",,0.00545,0.964435,0.030115,0.969885,0.958985,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564296977688530946,1564065906225025024,Lula,"@usuario @usuario Você é um Fake News, Lula e #PTNuncamais",,0.01028,0.92934,0.06038,0.93962,0.91906,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564237308089569281,1564065906225025024,Lula,"@usuario @usuario Sua Vida e tudo oq vc fala são Fake, nunca mais vc voltará ao poder",,0.005435,0.970883,0.023682,0.976318,0.965448,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564067177292087298,1564065906225025024,Lula,"@usuario @usuario Vamos lá: ""eu fui absolvido..."" por quem??? Ladrão condenado!",,0.022414,0.246757,0.730829,0.269171,0.224343,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564071439283757057,1564065906225025024,Lula,@usuario @usuario @usuario Quero que você diga por gentileza uma mentira. Porque eu não sei ainda.,,0.025763,0.119283,0.854953,0.145047,0.0935199999999999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564067213010665475,1564065906225025024,Lula,@usuario @usuario @usuario VAI LuLa,,0.915596,0.00417,0.080234,0.919766,-0.911426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564130578101927938,1564065906225025024,Lula,@usuario @usuario @usuario Tenha pena do condenado.,,0.013037,0.957719,0.029244,0.970756,0.944682,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564066598519963648,1564065906225025024,Lula,"@usuario @usuario É verdade, companheiros! Vamos espalhar a verdade #debatedaBand #LulaNaBand",,0.661933,0.01652,0.321546,0.678454,-0.645413,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564220227637985282,1564065906225025024,Lula,@usuario @usuario VAI LULA 🦑⭐️,,0.880541,0.006091,0.113368,0.886632,-0.8744500000000001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564069680872132608,1564065906225025024,Lula,@usuario @usuario Lula Porco Ladrão,,0.005676,0.980236,0.014087,0.985913,0.97456,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564109370476068871,1564065906225025024,Lula,@usuario @usuario @usuario Vai Lula,,0.860021,0.006066,0.133913,0.866087,-0.853955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564076362616524800,1564065906225025024,Lula,"@usuario @usuario @usuario @usuario Ele mentiu sobre R$ 900 bilhões de dívida da Petrobrás, na época de Lula, por exemplo. Inventou esse número. A Petrobrás teve lucro todos os anos do governo Lula.",,0.026501,0.267382,0.706117,0.293883,0.240881,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564066418848677893,1564065906225025024,Lula,"@usuario @usuario Teu boga, só acredita nesse mentiroso que é JUMENTO meamo",,0.004833,0.980893,0.014274,0.985726,0.97606,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564066911062745088,1564065906225025024,Lula,"@usuario @usuario Mais amor e menos ódio, é #LulaPresidente13",,0.555548,0.116242,0.32821,0.67179,-0.439306,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
